Student_ID,Year,Attendance_Y1_S1,Attendance_Y1_S2,Maths_Y1_Score,Maths_Y1_Credit,Physics_Y1_Score,Physics_Y1_Credit,Chemistry_Y1_Score,Chemistry_Y1_Credit,English_Y1_Score,English_Y1_Credit,Computer_Y1_Score,Computer_Y1_Credit,Percentage,Avg_Attendance,Result,Risk,Attendance_Y2_S1,Attendance_Y2_S2,Data Structures_Y2_Score,Data Structures_Y2_Credit,Maths_Y2_Score,Maths_Y2_Credit,Python Programming_Y2_Score,Python Programming_Y2_Credit,Operating Systems_Y2_Score,Operating Systems_Y2_Credit,Computer Networks_Y2_Score,Computer Networks_Y2_Credit,Attendance_Y3_S1,Attendance_Y3_S2,Machine Learning_Y3_Score,Machine Learning_Y3_Credit,DBMS_Y3_Score,DBMS_Y3_Credit,Web Technologies_Y3_Score,Web Technologies_Y3_Credit,Probability_Y3_Score,Probability_Y3_Credit,AI Basics_Y3_Score,AI Basics_Y3_Credit,Attendance_Y4_S1,Attendance_Y4_S2,Deep Learning_Y4_Score,Deep Learning_Y4_Credit,AI Ethics_Y4_Score,AI Ethics_Y4_Credit,Cloud Computing_Y4_Score,Cloud Computing_Y4_Credit,NLP_Y4_Score,NLP_Y4_Credit,Capstone Project_Y4_Score,Capstone Project_Y4_Credit
Y1_S154,1,67,86,73,3,31,4,66,2,67,2,70,3,58.5,76.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S155,1,98,91,43,4,31,4,99,2,57,3,64,2,52.87,94.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S156,1,49,45,69,2,52,4,60,4,39,4,43,3,51.24,47.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S157,1,73,54,30,2,49,4,30,2,93,3,57,2,54.54,63.5,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S158,1,87,81,76,2,66,2,73,4,35,4,90,3,65.73,84.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S159,1,58,46,66,3,58,2,64,3,88,2,62,2,67.17,52.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S160,1,95,58,41,3,49,2,72,3,79,2,86,4,67.07,76.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S161,1,75,91,72,3,52,3,52,3,74,3,37,3,57.4,83.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S162,1,65,45,37,2,34,4,76,3,94,4,72,3,64.38,55.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S163,1,74,94,46,3,37,4,75,2,30,4,60,3,46.0,84.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S164,1,97,92,98,2,91,3,93,3,92,2,62,2,88.0,94.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S165,1,69,92,42,2,60,2,97,3,33,3,48,3,56.77,80.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S166,1,78,62,42,2,52,4,30,3,83,4,44,2,53.47,70.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S167,1,56,51,44,2,48,2,62,2,64,3,40,4,50.77,53.5,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S168,1,52,90,95,3,38,4,55,3,99,2,55,2,65.0,71.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S169,1,56,49,77,2,73,4,72,4,99,3,72,2,78.33,52.5,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S170,1,65,67,76,2,44,2,65,4,80,4,97,2,72.43,66.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S171,1,57,66,48,3,97,2,81,3,56,2,57,4,65.79,61.5,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S172,1,52,60,65,3,47,3,78,2,33,3,36,4,49.0,56.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S173,1,88,54,68,2,60,4,92,2,71,2,71,3,70.38,71.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S174,1,51,98,30,2,76,4,42,4,51,3,50,3,52.19,74.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S175,1,72,53,55,2,44,3,71,2,55,4,66,3,57.29,62.5,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S176,1,68,63,89,4,47,4,65,3,84,3,98,4,76.83,65.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S177,1,93,79,62,4,50,2,51,2,44,4,61,4,54.37,86.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S178,1,54,53,86,3,54,3,93,4,36,2,47,4,65.75,53.5,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S179,1,86,98,68,2,53,3,48,3,71,4,65,2,60.93,92.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S180,1,77,80,32,2,37,2,99,2,97,2,78,3,69.45,78.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S181,1,49,88,56,2,37,3,79,4,73,2,87,4,68.87,68.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S182,1,66,50,31,4,73,3,64,3,59,3,73,3,58.19,58.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S183,1,80,49,60,4,84,3,91,3,84,2,45,4,69.56,64.5,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S184,1,60,74,52,4,34,2,59,2,99,3,61,2,62.54,67.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S185,1,97,60,67,3,43,2,52,3,95,2,31,4,54.07,78.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S186,1,53,45,96,3,52,3,97,3,84,3,64,3,78.6,49.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S187,1,87,59,89,2,41,4,78,3,67,3,74,4,67.06,73.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S188,1,74,68,59,3,35,4,36,3,44,2,64,3,47.0,71.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S189,1,71,46,64,3,49,3,39,2,95,2,83,2,64.42,58.5,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S190,1,80,75,43,2,83,3,81,4,70,3,54,2,69.79,77.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S191,1,97,78,37,2,97,2,97,2,89,2,60,3,74.55,87.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S192,1,64,62,89,4,35,2,72,3,31,4,60,4,59.18,63.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S193,1,49,63,63,3,31,3,40,3,60,4,38,4,46.71,56.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S194,1,65,53,57,3,36,2,33,4,69,2,81,2,51.92,59.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S195,1,96,80,67,4,79,4,92,3,36,4,43,4,61.89,88.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S196,1,81,66,34,3,84,3,91,4,50,3,50,3,63.62,73.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S197,1,67,83,34,2,42,2,82,3,74,2,89,4,69.38,75.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S198,1,65,96,84,2,55,3,97,3,81,3,81,2,79.15,80.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S199,1,82,86,50,3,42,2,93,2,38,2,30,3,48.83,84.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S200,1,92,73,39,3,87,2,57,4,63,4,78,4,63.71,82.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S201,1,61,67,74,4,98,2,37,2,72,2,80,4,73.57,64.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S202,1,68,61,34,2,87,4,40,4,36,4,57,4,52.67,64.5,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S203,1,87,49,34,3,37,3,67,4,37,2,95,4,58.44,68.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S204,1,94,47,78,3,97,3,70,2,91,4,39,2,79.07,70.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S205,1,80,56,31,3,42,2,61,4,45,3,40,3,45.07,68.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S206,1,59,61,69,3,84,2,54,4,51,3,73,4,64.75,60.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S207,1,90,93,50,4,61,3,68,2,41,2,76,3,59.21,91.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S208,1,65,57,50,3,37,3,36,4,51,4,51,2,44.44,61.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S209,1,57,62,31,2,81,4,79,4,52,2,51,4,63.12,59.5,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S210,1,81,77,85,4,92,3,48,4,58,3,68,4,69.67,79.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S211,1,69,81,37,3,87,2,34,4,94,4,93,3,67.25,75.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S212,1,78,87,39,2,75,4,56,3,70,2,38,3,57.14,82.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S213,1,86,70,87,3,41,2,43,2,63,2,49,4,57.77,78.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S214,1,60,95,99,4,87,4,33,3,53,3,55,2,69.5,77.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S215,1,82,65,83,4,50,3,67,3,33,2,74,2,64.07,73.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S216,1,99,51,33,2,43,4,87,4,33,3,53,3,52.75,75.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S217,1,74,62,48,4,89,4,78,4,51,2,59,3,67.0,68.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S218,1,82,97,60,4,77,2,84,2,84,2,47,4,65.57,89.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S219,1,96,93,76,4,86,3,74,2,46,3,33,4,61.25,94.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S220,1,71,59,99,4,38,3,45,2,90,3,79,4,74.12,65.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S221,1,57,87,99,2,80,2,48,3,64,3,55,4,65.29,72.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S222,1,49,73,93,2,78,2,93,2,99,3,33,3,77.0,61.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S223,1,83,83,64,2,53,2,99,2,83,3,89,2,78.09,83.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S224,1,75,64,53,2,65,2,59,3,59,3,36,4,52.43,69.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S225,1,99,72,43,3,45,3,99,2,74,4,86,2,66.43,85.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S226,1,48,94,62,4,36,3,44,3,61,4,49,4,51.56,71.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S227,1,92,51,50,3,55,3,86,2,87,2,98,4,75.21,71.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S228,1,67,70,66,2,48,4,41,2,90,2,62,3,59.38,68.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S229,1,97,48,62,2,53,2,90,3,57,3,72,2,67.92,72.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S230,1,83,66,78,2,99,3,99,3,94,3,34,3,81.0,74.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S231,1,66,92,86,3,45,4,68,3,69,3,89,4,70.88,79.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S232,1,54,79,93,4,92,2,93,4,50,3,97,3,85.56,66.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S233,1,96,66,44,2,43,4,69,3,57,3,92,3,60.93,81.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S234,1,69,47,73,2,71,4,35,4,81,4,79,4,67.22,58.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S235,1,63,49,80,4,41,3,37,2,65,2,84,2,62.69,56.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S236,1,91,59,77,3,71,3,41,3,36,4,32,4,49.35,75.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S237,1,94,87,69,3,62,2,37,2,61,4,33,3,53.43,90.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S238,1,50,90,48,2,41,4,75,4,45,2,92,2,59.57,70.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S239,1,99,97,50,3,42,3,33,3,88,4,56,2,55.93,98.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S240,1,69,47,97,2,49,3,55,3,34,4,90,2,58.71,58.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S241,1,53,96,79,3,89,2,40,3,76,2,32,3,60.23,74.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S242,1,70,92,50,3,91,2,64,3,70,4,76,3,68.8,81.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S243,1,55,67,77,3,46,2,40,3,44,4,64,2,53.36,61.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S244,1,64,60,63,3,69,4,68,3,49,2,92,4,70.94,62.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S245,1,48,69,76,3,44,4,50,4,86,2,82,3,63.88,58.5,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S246,1,96,58,46,4,38,4,35,4,52,4,75,3,47.84,77.0,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S247,1,58,80,91,4,48,3,54,3,55,3,51,2,62.47,69.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S248,1,63,90,80,4,71,4,57,2,92,2,48,4,68.38,76.5,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S249,1,96,58,67,2,90,2,59,2,93,2,81,2,78.0,77.0,Pass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y1_S250,1,58,55,82,4,88,3,70,4,97,3,70,4,80.17,56.5,Fail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S001,2,99,60,91,2,77,3,41,4,40,3,79,2,75.27,68.25,Pass,0,65.0,49.0,77.0,2.0,96.0,2.0,90.0,2.0,97.0,4.0,94.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S002,2,67,91,69,3,75,4,44,2,48,3,81,2,57.1,77.0,Pass,0,66.0,84.0,50.0,4.0,67.0,2.0,58.0,4.0,33.0,4.0,57.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S003,2,56,89,96,3,95,3,84,2,30,4,67,3,65.38,70.0,Pass,0,66.0,69.0,46.0,2.0,41.0,3.0,56.0,4.0,94.0,2.0,69.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S004,2,79,92,85,2,42,2,78,3,91,4,49,2,70.28,81.0,Pass,0,70.0,83.0,78.0,3.0,83.0,3.0,38.0,2.0,78.0,2.0,46.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S005,2,95,83,84,2,68,2,93,4,48,4,75,2,69.85,76.75,Pass,0,45.0,84.0,48.0,2.0,41.0,2.0,62.0,2.0,98.0,2.0,75.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S006,2,74,89,76,4,78,4,47,3,97,3,62,4,67.03,76.25,Pass,0,80.0,62.0,48.0,4.0,57.0,2.0,44.0,2.0,68.0,3.0,92.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S007,2,85,54,95,4,39,3,80,3,68,4,99,4,68.26,70.5,Pass,0,97.0,46.0,67.0,4.0,45.0,3.0,69.0,3.0,70.0,3.0,41.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S008,2,87,45,84,2,91,2,54,4,53,2,67,2,65.23,79.25,Pass,0,98.0,87.0,47.0,4.0,74.0,4.0,82.0,3.0,59.0,3.0,61.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S009,2,47,72,73,4,70,4,52,4,77,3,86,3,69.53,69.0,Pass,0,80.0,77.0,53.0,4.0,63.0,2.0,36.0,2.0,85.0,2.0,94.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S010,2,64,63,58,3,89,3,64,4,40,2,67,2,68.21,64.25,Fail,1,52.0,78.0,77.0,3.0,94.0,4.0,33.0,2.0,79.0,2.0,59.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S011,2,47,55,74,3,56,3,93,4,80,3,35,4,62.31,64.5,Fail,1,59.0,97.0,59.0,3.0,66.0,3.0,64.0,4.0,35.0,3.0,58.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S012,2,91,96,46,2,51,2,66,2,78,2,63,2,69.35,87.5,Pass,0,66.0,97.0,80.0,4.0,71.0,3.0,61.0,2.0,80.0,3.0,75.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S013,2,88,65,73,4,97,4,30,4,53,2,42,4,56.35,71.5,Pass,0,78.0,55.0,80.0,2.0,46.0,4.0,53.0,3.0,48.0,2.0,37.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S014,2,61,81,65,3,48,4,93,4,40,3,74,4,60.88,74.0,Pass,0,56.0,98.0,50.0,3.0,40.0,4.0,34.0,2.0,85.0,2.0,75.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S015,2,56,50,46,4,48,3,77,3,84,3,62,3,61.59,60.25,Fail,1,68.0,67.0,44.0,4.0,93.0,2.0,80.0,2.0,80.0,4.0,33.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S016,2,89,79,77,4,74,2,48,4,67,4,88,2,72.0,79.0,Pass,0,57.0,91.0,90.0,4.0,51.0,2.0,72.0,4.0,83.0,3.0,71.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S017,2,65,60,95,2,53,4,85,3,86,3,76,4,69.66,70.5,Pass,0,63.0,94.0,37.0,3.0,59.0,4.0,96.0,2.0,65.0,2.0,66.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S018,2,59,81,42,2,89,2,30,4,95,4,52,2,59.59,77.0,Pass,0,78.0,90.0,33.0,3.0,32.0,3.0,89.0,2.0,74.0,3.0,74.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S019,2,63,82,45,3,69,2,63,3,45,3,89,3,59.64,65.25,Pass,0,46.0,70.0,42.0,4.0,60.0,3.0,68.0,4.0,37.0,4.0,84.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S020,2,98,73,82,4,94,2,59,2,42,2,48,2,67.15,75.75,Pass,0,63.0,69.0,60.0,2.0,84.0,4.0,61.0,3.0,39.0,3.0,81.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S021,2,58,94,57,3,82,4,51,3,92,2,88,4,69.91,66.5,Pass,0,52.0,62.0,41.0,4.0,60.0,3.0,63.0,3.0,78.0,4.0,86.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S022,2,93,73,55,3,67,2,79,2,35,2,73,2,64.48,77.75,Pass,0,73.0,72.0,40.0,2.0,94.0,4.0,48.0,2.0,56.0,3.0,73.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S023,2,59,95,42,4,78,3,85,4,66,2,87,4,67.94,74.25,Pass,0,70.0,73.0,62.0,4.0,84.0,3.0,76.0,4.0,50.0,4.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S024,2,77,68,40,2,97,4,54,3,50,4,41,2,59.87,73.0,Pass,0,86.0,61.0,77.0,4.0,57.0,2.0,76.0,3.0,42.0,3.0,42.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S025,2,46,60,38,2,67,4,83,3,74,2,63,2,59.77,56.5,Fail,1,68.0,52.0,36.0,3.0,32.0,3.0,73.0,2.0,57.0,3.0,83.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S026,2,80,65,42,2,78,3,83,3,82,4,82,3,62.77,73.0,Pass,0,90.0,57.0,66.0,3.0,53.0,3.0,43.0,3.0,64.0,2.0,32.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S027,2,82,61,41,3,53,2,72,2,89,3,94,4,77.24,68.75,Pass,0,72.0,60.0,76.0,2.0,87.0,4.0,82.0,3.0,88.0,4.0,63.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S028,2,50,51,54,2,84,3,36,2,41,4,36,4,58.27,62.25,Fail,1,95.0,53.0,61.0,4.0,37.0,2.0,74.0,3.0,88.0,4.0,58.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S029,2,73,78,57,2,73,3,33,3,38,4,34,3,55.28,66.25,Pass,0,55.0,59.0,61.0,3.0,46.0,4.0,86.0,3.0,54.0,3.0,74.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S030,2,55,57,82,4,57,4,94,2,76,3,83,2,72.0,69.5,Pass,0,91.0,75.0,75.0,3.0,55.0,2.0,34.0,2.0,83.0,2.0,79.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S031,2,71,78,44,2,50,3,98,3,67,3,91,3,60.8,65.25,Pass,0,58.0,54.0,75.0,2.0,32.0,3.0,35.0,2.0,37.0,2.0,62.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S032,2,92,55,79,4,57,3,70,4,77,4,91,2,63.6,64.5,Fail,1,56.0,55.0,47.0,4.0,84.0,3.0,55.0,3.0,33.0,4.0,58.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S033,2,78,61,72,2,95,3,37,2,37,3,94,4,70.33,70.75,Pass,0,83.0,61.0,88.0,3.0,73.0,2.0,66.0,3.0,65.0,2.0,57.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S034,2,87,65,71,3,84,4,51,2,56,2,96,2,64.63,73.75,Pass,0,89.0,54.0,38.0,3.0,56.0,3.0,30.0,2.0,96.0,2.0,64.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S035,2,93,83,46,3,74,2,82,4,97,2,30,3,57.93,83.75,Pass,0,70.0,89.0,49.0,4.0,39.0,4.0,70.0,2.0,34.0,3.0,94.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S036,2,66,78,70,2,97,2,40,4,50,4,55,4,59.58,74.0,Pass,0,63.0,89.0,89.0,4.0,76.0,4.0,55.0,2.0,50.0,3.0,33.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S037,2,86,64,44,3,37,2,48,4,75,3,97,3,68.38,72.0,Pass,0,59.0,79.0,66.0,2.0,96.0,4.0,53.0,4.0,69.0,4.0,90.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S038,2,73,68,53,3,33,4,63,2,78,4,82,4,72.2,69.75,Pass,0,89.0,49.0,82.0,3.0,70.0,2.0,89.0,3.0,99.0,2.0,86.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S039,2,84,51,67,2,90,4,80,3,76,3,65,4,69.21,67.25,Pass,0,85.0,49.0,42.0,4.0,87.0,3.0,59.0,3.0,54.0,4.0,80.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S040,2,92,91,68,3,83,2,45,4,60,3,61,4,59.7,78.5,Pass,0,78.0,53.0,40.0,3.0,46.0,4.0,54.0,4.0,50.0,2.0,94.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S041,2,69,95,65,2,95,4,68,4,99,2,52,3,63.86,77.0,Pass,0,83.0,61.0,63.0,4.0,70.0,2.0,42.0,3.0,35.0,2.0,32.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S042,2,93,56,76,2,84,2,96,3,44,3,72,4,66.29,72.75,Pass,0,84.0,58.0,87.0,2.0,43.0,3.0,90.0,4.0,33.0,4.0,58.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S043,2,50,77,78,4,94,2,56,3,42,3,48,4,60.72,67.0,Pass,0,87.0,54.0,49.0,4.0,97.0,4.0,31.0,3.0,86.0,2.0,36.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S044,2,99,47,45,4,80,3,41,3,82,4,34,4,59.53,65.75,Pass,0,56.0,61.0,35.0,2.0,34.0,2.0,57.0,3.0,98.0,3.0,88.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
